id,genre,track_name,artist_name,valence,energy
24NwBd5vZ2CK8VOQVnqdxr,pop-film,Sweet Emotion,Aerosmith,0.491,0.76
0uMMLry3hzWGn3q3loqMkm,pop-film,La Bamba,Los Lobos,0.868,0.764
6nXK0xyyMyJGL3siQ6M9U3,pop-film,"Drums A Go-Go - From ""Natural Born Killers"" Soundtrack",Various Artists,0.395,0.996
6TOWLFJgAdn57nqJg4YiS5,pop-film,Damn It Feels Good To Be A Gangsta,Geto Boys,0.655,0.793
4zXa17K83Pp6N2yXdVc2sv,pop-film,You're The Best,Various Artists,0.782,0.863
5963wXjdwzXdMAzGppww8I,pop-film,You Never Can Tell - 1964 Single Version / Mono,Various Artists,0.886,0.704
6LoSKNsYkRQbyuiReooMjG,pop-film,Sister Christian,Various Artists,0.21,0.575
7abZZqdxmt369pf6VSHiy7,pop-film,Jessie's Girl,Various Artists,0.826,0.848
7kn5XuD2nKL1KuuAiN6Yqq,pop-film,Where Do I Begin,Various Artists,0.614,0.637
41GZiQAvgzSCXLhIWVJfMB,post-dubstep,Disko Rekah,Various Artists,0.257,0.576
10IHIF7R4OmORlJqG2U2LY,post-dubstep,Rain,Horsepower Productions,0.46,0.774
6jQ4KG9lX307R45xlHK1bA,post-dubstep,Nitesky feat. John LaMonica,Robot Koch,0.0735,0.448
6hEyfkV7XdP10UdQtPz2xT,post-dubstep,Mountain Dread March,Kode9,0.371,0.939
7EhFCmncbU87Qm53NvFbFg,post-dubstep,Shine Alight,Kona Triangle,0.598,0.634
4zxlF0ZTSj9C3In6xeoS48,post-dubstep,Carbonated - Peter Van Hoesen Remix,Mount Kimbie,0.525,0.784
1apMTXLoSLkiHyKOR9XdDm,post-dubstep,Dear Heartbeat,Darkstar,0.445,0.497
7LE0LQTThaE1XxpX5725sf,post-dubstep,Fields,xxyyxx,0.263,0.739
1a4WkcpZzEaYopxsoIv73X,post-dubstep,Comehomealready,Sir Froderick,0.597,0.638
4akJPxCr406SGJkOzg9iM1,post-dubstep,Cartographist,Purity Ring,0.172,0.368
7lnzhtUn9O2mjyw1EgFxVH,post-dubstep,Time Spike Jamz,Lapalux,0.179,0.396
2t0XPiQhdqLSoEHlZ2tMqG,post-dubstep,Break Well,Mount Kimbie,0.0399,0.478
4jmxVlm8mL1pyr6yJgbym2,post-dubstep,Closer,Becoming Real,0.674,0.713
1Csls1NgwzKjlvJNq2MWxe,post-dubstep,MysteryBuds featuring Knxwledge,"Sir Froderick feat. Wise, Zaphryn, Messi, Suzi Analogue, Josh Hey, Stainless Steele, Woizer, Karniege, Devwho, Swarvy, Ahnnu & Knxwledge",0.545,0.956
2jn7oEVW0fcUObPS2Z7QUU,post-dubstep,Ember,Stumbleine,0.207,0.692
4RldvnjaY40NtKlXwc0ZEz,post-dubstep,To Be With a Person You Really Dig,Lone,0.668,0.531
5jzHFk7L7yROGW1esHAJK2,post-dubstep,Kitty Cradle Fog,Dimlite,0.273,0.558
0kzEpWm2LdrK0OGSPDTGCw,post-dubstep,Heavy Petting,Gang Colours,0.288,0.202
0HM9LybYr1MiePXvseK2mc,post-dubstep,Mods,J Da Flex & El-B Present,0.195,0.881
2oD5tWthJeEu2ogAPGDBfJ,post-dubstep,Ghost Ship,TMSV,0.583,0.875
3X3Xulnpf06ISF4Q3ullrW,post-dubstep,Breathe . Something/Stellar STar,Flying Lotus,0.436,0.886
3xkWoG87leHUJMIlHPvNKl,post-dubstep,No Sleep,Desto,0.265,0.372
1kaRM71v90abGzlrBEj2rG,post-dubstep,"Kalimba Deathswamp, Kurt Feelings",Dimlite,0.489,0.721
0ZWpoBVprrKy3HxV0JWJNd,post-dubstep,Irukandji,Flako,0.797,0.489
2sK2yMlqNDgFmBY9fOK6i1,post-dubstep,Battling Go-Go Yubari in Downtown L.A.,edIT,0.662,0.495
0BmNEP4GXm3JC6tRLs79wr,post-dubstep,Ask Yourself,Julio Bashmore,0.484,0.708
5AK87pEAvCIJ46MSN316aC,post-dubstep,Myrtle Avenue,Floating Points,0.0659,0.615
3jbhoWqExTddKgZbSkuMTK,post-dubstep,Kagi No Te - Phasic Swing,DJ Krush,0.251,0.629
4adWSb8Slg2kdRtXXky8kq,post-dubstep,Labyrinth - Original Mix,Crushendo,0.365,0.843
3SF5IZfwPXL94hsB1omEwL,post-dubstep,Water,Horsepower Productions,0.682,0.906
6VPwlEWUcNnnR1CSH9UAbT,post-dubstep,Fog,Nosaj Thing,0.229,0.274
1MkSgxv2kNSQpO2Qv69Ndk,post-dubstep,Hold On,Sepalcure,0.577,0.646
2F28OBlDi2FQEevQ6rN28F,post-dubstep,Piano Player,Gil Scott-Heron,0.52,0.326
0E15FfqZv1QUc0NSBWMR4x,post-dubstep,William - Dayglo Mix,Mount Kimbie,0.532,0.797
1oOPRjBoxriZoeT0rLBZop,post-dubstep,Riginal,DJ Madd,0.0381,0.732
3WGP0Vm8AoCjktA4XpSJUM,post-dubstep,Computa Love,B. Bravo,0.769,0.585
0veONTDvB2KGmHnsshoYwv,post-dubstep,If I,Fantastic Mr Fox,0.411,0.473
0KhVaD12zwlyXWuj4bnSDS,post-dubstep,Shoulda,Jamie Woon,0.628,0.436
4Shi5pX8qr7qFyKGV9ekCE,post-dubstep,Nano,Robot Koch,0.645,0.658
214WMe3HQEOQOr00tpAkwv,post-dubstep,You Know Your Youth,James Blake,0.47,0.136
4xeMXOETplSvVG6dKBts7I,post-dubstep,Time Goes By - J-One Remix,My Nu Leng,0.0689,0.434
1d2rDiKbrSUObsMk8PbHWM,post-dubstep,Sungrazer Cascade,Lone,0.369,0.886
5qM11Mc8LRmnREB66OT0jf,post-dubstep,Ellipse,Phaeleh,0.206,0.653
1bW6V18OnrVk1Zz3JuYFmj,post-dubstep,Phonebox,Sully,0.898,0.791
4bTQlcAq83yIRVWUBWrBVS,post-dubstep,Hold it Down,Various Artists,0.45,0.827
7qPoqy4vTAGRCcjnHhUfod,post-dubstep,They Don't Want To Let You Know,Sun Glitters,0.588,0.423
2n4yrhGZgvbhmQHOHNHjdp,post-dubstep,Can't Love Without You,Timbah,0.275,0.593
4h7jv076Oej7hyTXCXrXvo,post-dubstep,Death Mountain,Rustie,0.575,0.685
4YbnHGyMyBADG8UuXKuqf8,post-dubstep,Arcade,Rob Sparx,0.512,0.766
2QRHhcVZTaQ5VL129352Pt,post-dubstep,'Waterways',Clubroot,0.0577,0.422
22mThDEalRCAKiDAKEouvQ,post-dubstep,New Worlds,Slugabed,0.213,0.749
1QzdhPj9wIGiptHXXKsPmj,post-dubstep,Köln,Harmonic 313,0.392,0.532
3wYEy8N0aEoifcIR1ZdHMI,post-dubstep,Crossed Out,Pariah,0.677,0.687
6hhfqr7nQZodIeRR1LcIsL,post-dubstep,Strange Fruit,Various Artists,0.118,0.868
6PG4GRQ21evC2Mr22EEJFL,post-dubstep,Fogs,Kingdom,0.39,0.545
75ScY0szlhD6Nh9NGu2H4a,post-dubstep,Overnight,Hudson Mohawke,0.545,0.883
5eRtIPXOFUSA9QxmtMdzAH,post-dubstep,Chasing the Midnight Moth,Illum Sphere,0.497,0.82
5M2jCBdPHMmtHjcdwoiD7W,post-dubstep,Lions On the Beach,Cloud Boat,0.403,0.863
01Efz40eWLR8EyrKPjfmfB,post-dubstep,Never Alone,ill.gates,0.428,0.515
5L2P5joV9BIbwPYuu5tXGI,post-dubstep,Sweetz - 2005 Flex,Skream,0.0349,0.733
3kTowDdipAQNdxY3Gqh9IA,post-dubstep,Truly Dread,Various Artists,0.0377,0.442
2aEL9MIpnsQeCJZbPHM4NH,post-dubstep,Suffer Not - Goth Trad Remix,Submotion Orchestra,0.0799,0.776
0noxX2Hzy7iHcYdIgSyFfF,post-dubstep,It Takes Me,Sun Glitters,0.711,0.478
0MbWFJMnSSViK3g3g06aOv,post-dubstep,The Gift - Tek-One Remix,Way Out West,0.192,0.878
5Otnbz9WPBCsJMEvvNlDFP,post-dubstep,♥,Baths,0.314,0.62
2WIkFIM8teoFQwpFmDgPuW,post-dubstep,9 Samurai,Various Artists,0.123,0.332
3b6DwGO0MbrYyj0gYXwWYS,post-dubstep,Black Box Matrix Death,Mono/Poly,0.256,0.913
1bH947ZkvCkn33lmWJrEyE,post-dubstep,See Me Feel Me,Sepalcure,0.115,0.65
2NAiEFmgOOUgu5dJRObQRI,post-dubstep,Sun,Caribou,0.426,0.82
54Og8bEQGpIm2IeZ04D1FK,post-dubstep,Total Fascination,Pretty Lights,0.42,0.8
5GLgFKaU9VCV2O2sS0UeN9,post-dubstep,Jelly Jelly,Machinedrum,0.744,0.486
1fQ7sTkoDooENKCu0u0U7a,post-dubstep,King Night,SALEM,0.151,0.837
41RpZW2lxAdnqDd2nMBzLQ,post-dubstep,No One Could Ever,Hudson Mohawke,0.621,0.823
15BhDwZlAERTEM5Wz9xs9y,post-dubstep,Tailor-Made - Sepalcure Remix,Daedelus,0.434,0.751
1YbrxFaJLAc84qVLkK1GQE,post-dubstep,Why Don't You,Synkro,0.331,0.4
74jWFyGL7xEQ7dVRbJLhcn,post-dubstep,Ruby,Mount Kimbie,0.517,0.431
30F5UvVYHuXgOOX1ITGIi6,post-dubstep,Give Me My Month,James Blake,0.349,0.0707
3ZS4oVvDdQ1AlJmtJZPBwq,post-dubstep,Dog Shelter,Burial,0.134,0.41
6teWCjTBUjYitZMQPcHSnj,post-dubstep,Prototype B,Free the Robots,0.0561,0.524
6dSYGy5loO93tioacCqJiy,post-dubstep,Gold Or Soul,Hyetal,0.498,0.701
7Ag5MuCMHmzIhZQneh9Qde,post-dubstep,The Hope,Scuba,0.424,0.931
1kbb1sn6TXrpNJMGZ1kHyy,post-dubstep,Living Life - Original Mix,Gyu,0.606,0.439
0qy5tcy1yKGNuyMxCDIXD8,post-dubstep,Ghosst,Lorn,0.0879,0.791
40fTADKIvlA8Kjj6OE10nl,post-dubstep,Filmstrip,Ackryte,0.758,0.493
0ReMnWLXXTkZZzBIjaq1Sx,post-dubstep,Synthetik Maztermind - Ft. Bj√∏Rn Degn,Zack Christ,0.154,0.512
3dIxf3GasXm9PZ00V21iYO,post-dubstep,Tell Her Safe,James Blake,0.116,0.709
6XJ4vHi3Fp5S3ubBjIyTv2,post-dubstep,Spliff Dub,Various Artists,0.592,0.619
0D2p3Aol4YXA81YEI9Qgp4,post-dubstep,Turn To Me - Original Mix,Monty,0.304,0.762
2GcZhfK5QqnST944gpmEOz,post-dubstep,Gimme,Star Slinger,0.625,0.967
1iCDmlD1rJwOcSj4sNOoWk,post-dubstep,Oxygen,Ruckspin,0.0781,0.755
743SwJeozZRgp0mQPPMbtZ,post-dubstep,Enceladus (with Skyence),Hecq,0.117,0.864
5wfgLASWmbbLjNkbXsbs8t,post-dubstep,In The Twilight,Phaeleh,0.0526,0.43
7mWZSAk1EBLez1FAP8G53O,post-dubstep,Motion Sickness,Various Artists,0.642,0.482
7C2EwCqT4ljeseOgX7FZKN,post-dubstep,Yesterday's Fall,Fantastic Mr Fox,0.578,0.338
3vvMyVDW1Yvr4T0vvIINIL,power-pop,It's Just a Matter of Time,Paul Collins Beat,0.883,0.855
0tSSoikrj4Gprv5IEqCVlU,power-pop,Temptation Eyes,Blake Babies,0.743,0.848
7IsEXPk6qqt30FfQv4SZMa,power-pop,The Way,Fastball,0.908,0.882
1w6mEARYm6ZuLSwJciWIMg,power-pop,I May Hate You Sometimes,The Posies,0.72,0.91
1Xhu6hmkKO6U3Bjkdi2q13,power-pop,Better Save Yourself,Big Star,0.178,0.656
3AraBEre6TrHoClhG3EqCE,power-pop,Prophets,A.C. Newman,0.305,0.635
3Xs2N8U8Zf1e45PnExkPTy,power-pop,Simple Machine,Guster,0.781,0.794
5Kfes8hz92cNIcAzu1nJPp,power-pop,I Need You,He Was Fab,0.328,0.78
1qmncELKtFqEd1JKXda0rs,power-pop,The Backyard,Miracle Legion,0.944,0.838
2nJ4BlDjrElxxwcOX0yGJ0,power-pop,Lovely New York,Evan Dando,0.736,0.554
41TVMXb9THdtTlo2KojUDe,power-pop,Somebody to Shove,Soul Asylum,0.356,0.909
4StWxcSAFbWQoI290UDUUW,power-pop,The War,Bob Mould,0.185,0.952
0rO5HOBINe5qJzZUypYbOA,power-pop,Sundress,Ben Kweller,0.262,0.526
5juw36ofRgJd3jFvxGD9TQ,power-pop,Stain Yer Blood - Single Version,Paul Westerberg,0.662,0.936
1Yt6GzhTffmJ4dWGuqHJCo,power-pop,Back Within the Arms I Love,Pez Band,0.68,0.888
38PxUE5sqQsuhReM5ldNei,power-pop,Encyclopedia of Classic Takedowns,A.C. Newman,0.411,0.655
0V7oNGTXb8yLaMaLRnCpPR,power-pop,All at Once,The Orange Peels,0.798,0.824
0rlbyr2rSmgpdaYSLHn9c2,power-pop,Wastin' Time,The Shoes,0.0759,0.606
2TTZNhbwlfzxgtd0cjzx8P,power-pop,Hole In Your Heart,Paul Steel,0.203,0.844
7BJ0BZi3TwzS9gmzhZdRJa,power-pop,Helen,Paul Collins,0.711,0.903
3zOvCNuRh0hX0Bua4eWJbs,power-pop,Low,Cracker,0.444,0.676
1uIsJdRjJ1G2GEWZFjtpKq,power-pop,Hold On Hope,Guided By Voices,0.164,0.504
6JyvfpUAswsuD6pyT5DtRB,power-pop,The Trouble In Keeping Up With The Joneses,The Telepathic Butterflies,0.829,0.829
27e6jzuNB6LKOo9Yeec7q3,power-pop,Blue Shadows,Lolas,0.688,0.741
2wHPEeDifYLHzu9Stbfkif,power-pop,Another Man,Smash Palace,0.874,0.873
6F0CQMioZrqgkp3oHx4hpY,power-pop,Airport,The Motors,0.577,0.451
13cDrt8KQG57cmD1yyuNCF,power-pop,Field of Fire,Richard Lloyd,0.204,0.724
08umsLYbiDrteah4EZyXT4,power-pop,30 Century Man - Abbey Road Remaster,The Jigsaw Seen,0.521,0.363
424ckJPITi5eofdNKjtvqI,power-pop,Baby Blue,Various Artists,0.545,0.493
0z1dSLmeRKLUuj5tf5AeHK,power-pop,Lucifer Sam,The Three O'Clock,0.369,0.881
5NbHJWUovavaCRHhEAMmXr,power-pop,Light Will Keep Your Heart Beating in the Future,Mike Doughty,0.791,0.979
0Vte20nDgFbeiUjWe6AhDY,power-pop,Road To Rouen,Supergrass,0.49,0.914
5EheThhxI2xaQpgHRU7nP6,power-pop,Girl of My Dreams (Live),Bram Tchaikovsky,0.6,0.892
16seFrv0oXF1eObvcMhB18,power-pop,Slow Death,Flamin' Grovies,0.311,0.847
4fi4eli6dGwcIAiIB9y30W,power-pop,Nervous and Shakey,The Del Fuegos,0.744,0.881
6mbjNtS1Hs6GG289OJDbu7,power-pop,How Soon Is Now?,Various Artists,0.489,0.496
5aqy7T7UwjWhW5xCX6GFz8,power-pop,"Leilani - Original 7"" Single Version",Hoodoo Gurus,0.538,0.971
6ceUN0Zvk4LCYcAmcn6vvF,power-pop,Favorite Shirt,The Figgs,0.874,0.91
6BPeXKNKP75ylZ7GQGm2vd,power-pop,Hanging On The Telephone,Various Artists,0.816,0.822
1hKoxMawnPPhwUc0nyZta2,power-pop,I Remember a Time,Blue Ash,0.434,0.437
0XZwpwtV9Vk48Ykzb7KIsj,power-pop,Energy,The Apples In Stereo,0.637,0.867
1YPbHwKOteq2uTnjctByxN,power-pop,Taillights Fade,Buffalo Tom,0.308,0.858
1WPDswuz2h5iKNpmdm4OUz,power-pop,Shapes,The Long Winters,0.524,0.903
2jxH1ZOy8xHd90xNVml77W,power-pop,"Crying, Waiting, Hoping - 2006 Remaster",Various Artists,0.585,0.484
3SfDxn0bNbjEoPXhYj3rbH,power-pop,FOH,Superchunk,0.832,0.954
55Z9WsiZdExeiKem9sOCZv,power-pop,Brave New World,The Bongos,0.867,0.819
0f8V1cZrHrtZrg8r8YkE91,power-pop,Darken Your Door,Camper Van Beethoven,0.877,0.718
61uCj4MRBgMhii7bQXNExD,power-pop,Stardust,The Rentals,0.567,0.562
3XqUuEQNoUj2EZXgjCR9eN,power-pop,With A Gun,The Minus 5,0.965,0.763
0XRONzbNix2Dnlx4SUzQVC,power-pop,Burn Baby Burn,Ash,0.519,0.982
14bdkfiD8UAYJalXKFwcwb,power-pop,Thirteen,Big Star,0.359,0.344
1dTschRbSqaIDXBQDfVQS2,power-pop,Ain't Got Nobody,Weezer,0.431,0.876
6K8oEYCYwvEQWvq8hEDuDi,power-pop,So It Goes,Nick Lowe,0.468,0.634
12NX8kYj0qlSXxHQusDaxq,power-pop,If Memory Serves,Chris Stamey,0.5,0.458
1HipoaSYHoDxgMxwTmGxQ7,power-pop,Every Word Means No,Let's Active,0.832,0.845
37gcgx2keiiolP5uW3a4lI,power-pop,"Wine, Women and Song",Harvey Danger,0.586,0.607
6mFi311w7k2ZXq4kipDzIc,power-pop,Where It Started,The Flashing Lights,0.605,0.661
0UY6qvS4v5URG2GPXsSXi5,power-pop,Little Lighthouse - 2001 Mix,The Dukes Of Stratosphear,0.297,0.911
4mfS4PrXJcXTJj1kLQqKl4,power-pop,Surrender,Cheap Trick,0.861,0.952
6WBi4gBatVvxbaSZ1toK3z,power-pop,When the Night Is Long,Mike Doughty,0.741,0.927
37KQIn7eGulnn9hvLL9Cbe,power-pop,Linger On,Arlo,0.379,0.759
7HOdMJmblAWIJbnsqMmhzZ,power-pop,Jeez Louise,Zumpano,0.535,0.871
60fiO3cXiNqFbUrrWx7tvZ,power-pop,Things Don't Change,The Reivers,0.401,0.718
38TyBxlLzRSPi7O4AtJGjj,power-pop,Beautiful Stranger,Béatrice Ardisson,0.221,0.352
7e5KPODQV0f3LclrJGAfTw,power-pop,Dear God,XTC,0.392,0.36
3672j9qcUufXuGwVoXHaeK,power-pop,Mrs. Robinson,The Lemonheads,0.837,0.936
0sG60JrwltYhrqnymOUyjH,power-pop,Slice of Life,The Bigger Lovers,0.146,0.674
2tmejzY0b2G9Z3uGzUcx2D,power-pop,The Old Laughing Lady,The Orange Peels,0.472,0.795
2ErJhoc6cFqZoXaNQVaP0X,power-pop,Light Up The Night,Off Broadway,0.752,0.81
2zJOObrK2qGh8chI8Wi0lU,power-pop,Marathon Man,Cotton Mather,0.212,0.85
2X7HLccwTSA9ndMHZdVpBM,power-pop,Somedays (Cafe Du Nord) - Live,Chris von Sneidern,0.59,0.829
3dZPApIwDKTgxoqBCb2aQZ,power-pop,Do The Panic,Various Artists,0.794,0.608
7oZ7lFMpqLryduNCxHOVUL,power-pop,Penny On The Train Track,Ben Kweller,0.395,0.626
02rpVAjd9SYdUoJ8LQm8Uo,power-pop,Mrs. Washington,Gigolo Aunts,0.576,0.893
0jQzOBnuiPJvOfxBADKeFM,power-pop,Rock and Roll Is Dead,The Rubinoos,0.546,0.846
0JQEZJuSpFYVpSYn6jFPjG,power-pop,Girl From Mars - 2008 Remastered Version,Ash,0.467,0.793
7paVSUqAFT1XlAwTgCbysK,power-pop,Off Course,The Primary 5,0.662,0.919
1Y0gvY33NZLqwKlWV3Dah9,power-pop,Original Love,The Feelies,0.728,0.718
29CwZPtdhkpmBKGRuGhcJ3,power-pop,Another Myself,Sugarplastic,0.711,0.759
2lHmJewRJLHz9ST1J5Lzcj,power-pop,Stay in Time - LP & Single Version,Off Broadway,0.871,0.513
2GcHVsMSNFADZy2IeWs3am,power-pop,Ready for Something Good,Linus Of Hollywood,0.967,0.647
4STVcuBM0BuGpd9i6PMYKe,power-pop,She Goes to Bed,Jason Falkner,0.562,0.711
14j4diRlUSWvbq5t0rgR6b,power-pop,Satellite,Guster,0.641,0.747
185gYdRoMtUSJZ4J2u0tni,power-pop,You n Me n XTC,Chris Stamey,0.87,0.845
0BkfgzhxeFtLBbmTjbPJ97,power-pop,Lump,The Presidents Of The United States Of America,0.864,0.873
1MScvM0FgUcY29Te3gcjyt,power-pop,Slackjawed,The Connells,0.407,0.755
0JIXB6nlX0LguYi6xJEmod,power-pop,Cruel Girl,The Red Button,0.644,0.815
426i8hiYTwwlImNaluBb9C,power-pop,Good Girls Don't,The Knack,0.916,0.72
51yXISn54IubUQfbVRjgPY,power-pop,It's Nice To Be Nice,Pugwash,0.626,0.618
5Svffk5f7CMPVMPGI1X0LR,power-pop,Paper Dolls,The Nerves,0.377,0.955
1O8S26sj0aPXUGjAPjiFLx,power-pop,Can't Seem to Make You Mine,Alex Chilton,0.746,0.7
2Dao22nHMYXvBhRoOFnRi0,power-pop,Amy Grant,The Young Fresh Fellows,0.76,0.803
4inXYz8i3xRpNbxZJ99Clo,power-pop,Sick of Myself,Matthew Sweet,0.822,0.829
29YIXEiizT7iZ9UdZYPNik,power-pop,I Was Made For You,Rivers Cuomo,0.386,0.647
2EYVK2tcz2AIOcs87BhwyR,power-pop,The Boy With The Perpetual Nervousness,The Feelies,0.674,0.681
5tOjRq5shlEdm15nmJBq7Z,power-pop,Out Of My Head,Fastball,0.461,0.658
4GC5dPzfi9qKKlF6Oo7Vhe,progressive-house,Friends - Original Mix,Steerner,0.107,0.856
1VWSVt3Q0nGbq2EHe2zJYJ,progressive-house,Pair of Dice (Radio Edit),Tiësto,0.209,0.918
43IqiKW3iIFxE0u5xGVSxg,progressive-house,April - Original Mix,Syn Cole,0.383,0.863
1yJibnzyjGLqIkHvXsogBD,progressive-house,Hindsight - Original Mix,Audien,0.0635,0.963
7LGrlydlwonTN6iz8x5ASe,progressive-house,Dare You (feat. Matthew Koma) - Radio Edit,Hardwell,0.165,0.89
3C4tQPmaNqx2DY78HySSqg,progressive-house,Keep It Coming - Starkillers & Richard Beynon Epic Mix,Starkillers,0.363,0.887
5vjN7RZWtwpUYUGuwQ6dzO,progressive-house,Sweet Dreams - Avicii Swede Dreams Mix,Avicii,0.121,0.658
5J8b1Klsgh3EiHRVNHknrW,progressive-house,Gregory's Theme - Extended Mix,Various Artists,0.531,0.916
2LeF2hl1xpBpPyjvv52rPl,progressive-house,Flute - Radio Mix,New World Sound,0.122,0.886
18d3SyWpKYFQBFPENHRAdY,progressive-house,Tony Romera - Pandor (Original Mix),Tony Romera,0.037,0.811
0ez1sBTH1IfKQXs1aXskNY,progressive-house,I Could Be The One [Avicii vs Nicky Romero] - Nicktim - Original Mix,Avicii,0.47,0.489
47hDIt4YJZ0v01TgKsaXaE,progressive-house,Circles - Original Mix,Audien,0.346,0.85
7kffEbdYHE5FMEEcs5uYbb,progressive-house,Jumangee - Original Mix,Wayne & Woods,0.158,0.839
4TW31V2KeMbZif8yNZBXAV,progressive-house,Blessed - Original Club Mix,EDX,0.369,0.977
56QCGK2tyUmlma8k94zLal,progressive-house,Miami 2 Ibiza,Swedish House Mafia,0.653,0.936
629LSgJ5RByv34caJVVBuq,progressive-house,Yee - Original Mix,Deorro,0.684,0.989
2tRTDHyE9Bk2ZExbAeWu2O,progressive-house,Feelin' Kinda Strange - Original Mix,Tony Junior,0.513,0.937
66RDFLgencoPZBXUr5v84m,progressive-house,Kate - Radio Edit,ARTY,0.0387,0.887
3jdzd8iv3Nu6sZOhd6aPqj,progressive-house,Love and Run - Original Mix,Tiësto,0.2,0.918
4pZntwBqJHpgVJIygylda1,progressive-house,Pyramid - Dirty South Remix,John Dahlbäck,0.682,0.828
7aCZfs36tXkWVFItKHNGcE,progressive-house,Wizard,Martin Garrix,0.23,0.902
6T88yq0DaaC1ctDsHw620y,progressive-house,Wasting Moonlight,Sick Individuals,0.317,0.898
0kk91i9mALCx4joZGk4nHT,progressive-house,Fifteen - Hardwell Edit,Blasterjaxx,0.137,0.819
22MrNGCEIfeb0CWCXO903p,progressive-house,The Bottle Song - Dyro Remix,R3HAB,0.392,0.839
7jMurwxckkOvBDDIbI3CkL,progressive-house,Gotta Run,Ryan Enzed,0.418,0.939
7uX8O0w0YsUBmjl5k5KIWM,progressive-house,1983 - Eric Prydz Remix,Eric Prydz,0.322,0.872
3goIWXSSfV09Kk7nPagrl1,progressive-house,Rifler - Original Mix,DubVision,0.321,0.847
4XcU3nURfW7wog7CdfpgM1,progressive-house,Rolling Stones T-Shirt - Radio Edit,Dada Life,0.284,0.662
6WQA43xJhmu7Kd6oTx1JeC,progressive-house,Find You - Tritonal Remix,Zedd,0.186,0.876
4w7OvXNDJ3fTLMMgQXuxH8,progressive-house,Howl At The Moon - Original Mix,Stadiumx,0.193,0.906
79lBCLDakLiYNB98amZKRb,progressive-house,Schnee,Various Artists,0.651,0.595
0863iCTvERQfuDl2MwocOY,progressive-house,F22 Raptor - Original Mix,Bisbetic,0.302,0.824
1SS2ByUiCLAqfumWNClWKA,progressive-house,Halo,Dirty South,0.468,0.839
2x8e0JbgkM9qA2mq3TpEgX,progressive-house,Immortal (We Live Forever) - Original Mix,DVBBS,0.522,0.97
4hgQxWkmgBLtw1gDVDc99g,progressive-house,Blow Up - Thomas Gold v Axwell Remix,Claudia Cazacu,0.471,0.938
5d3hRqkz5riEqns94KFdGq,progressive-house,Lethal Industry - Original Mix,Sunnery James & Ryan Marciano,0.186,0.766
62bPgvWf3EuqBFcwGKQRob,progressive-house,Are You Ready,Stafford Brothers,0.18,0.998
6w2A10HCO5nhBCaNLk4aS2,progressive-house,Trumpsta - Djuro Remix,Contiez,0.201,0.589
0FgfmsHUeWpOiHIcddnxF8,progressive-house,Booyah (feat. We Are Loud & Sonny Wilson) - Radio Edit,Various Artists,0.266,0.917
7IPDcMpPHEQWArk5DVY2Gt,progressive-house,Waters - Pierce Remix,Andreas Henneberg,0.39,0.866
3CjGBusADiLaMEAoHETY0H,progressive-house,Supreme - Original Mix,Mercer,0.0983,0.997
50NAIobH05JEcGUG8KL4K9,progressive-house,Tokyo by Night - Axwell Remix,Hook N Sling,0.392,0.93
7Jn9PHHpA3YxJhCPqK7hy1,progressive-house,Rip It Up - Nicky Romero Edit,R3HAB,0.42,0.99
59QNYJwQhLWWZmem0TTSDk,progressive-house,Resurrection - Axwell's Recut Club Version,Michael Calfan,0.393,0.87
043vxbUHxQErHDIe7zuC0O,progressive-house,Just One Last Time (feat. Taped Rai),David Guetta,0.208,0.814
6oKTyDR5ccIMABBUNcOE1H,progressive-house,BOOM! - Original Mix,Ivan Gough,0.393,0.994
20yPD9BX9Jh7qBesRlrlRF,progressive-house,More Grey Than Blue,Fine Taste,0.784,0.892
0IMAMTx4hB8ftnXAnNsAH5,progressive-house,Remember September - Original Mix,Boom Jinx,0.838,0.807
2AFFltFCladDU8jWD4r9fp,progressive-house,Drift - Original Club Mix,Various Artists,0.337,0.591
0ukI2Du8oCRZdzSIo4D13r,progressive-house,Power Drive,MYNC,0.15,0.717
3FoF6iP3xiRRYUv4IPGO5m,progressive-house,Revolution - Instrumental Mix,R3HAB,0.0398,0.925
4RBTb9mIz7SqIdv80KKET6,progressive-house,Tremble,Various Artists,0.344,0.813
7r5ZxKh1nvXOoEOm8yeGio,progressive-house,Midnight Sun 2.0 - Martin Garrix Remix,Roy Gates,0.344,0.782
7srEvx5E5Qb21z3HUZVzWZ,progressive-house,Keep It Coming - Tony Junior Remix,Starkillers,0.859,0.774
5H4SOkZ3ELKnBKY1XMzVst,progressive-house,Puzzle,Quintino,0.0424,0.894
09RnAGGB09ol1d6qXDLOEm,progressive-house,Mutfakta - Original Mix,Various Artists,0.376,0.858
043bfUkTydw0xJ5JjOT91w,progressive-house,Don't You Worry Child,Swedish House Mafia,0.338,0.88
7zqlsIvDCJ8vvUNq2ZKVJc,progressive-house,England,Above & Beyond,0.16,0.764
7tMZIvAhnbNzVhzYLAy0QN,progressive-house,Touched - Original Club Mix,EDX,0.519,0.942
0KZt1g5kiofhQypH13qlNq,progressive-house,Metropolis,David Guetta,0.364,0.982
1zRQ7uI9WejaEs8gqHLAXk,progressive-house,Epic,Christian Smith,0.576,0.639
33ET9sDMfdinyjdgkLU5bE,progressive-house,Everglade Anthem - Original Mix,Various Artists,0.0384,0.839
5kC6r4q71XMzsuLAYesseb,progressive-house,You - Tiësto vs. Twoloud Radio Edit,Galantis,0.0936,0.918
